brand,model,city,km,price
2018 Kia,Sportage,Saint-Eustache · QC,125000.0,17950.0
2021 Chevrolet,Silverado 1500,Saint-Hyacinthe · QC,74000.0,48594.0
2021 Kia,Seltos,Saint-Jerome · QC,65640.0,22985.0
2022 Kia,Sportage,Saint-Jerome · QC,19169.0,29895.0
2022 Mercedes-Benz,C300,Laval · QC,21584.0,61995.0
2021 Chevrolet,Equinox,Saint-Hyacinthe · QC,49679.0,23994.0
2020 Chevrolet,Equinox,Saint-Eustache · QC,62689.0,24500.0
2022 Hyundai,Tucson Hybrid,Blainville · QC,36504.0,34987.0
2021 Hyundai,Kona Electric,Pincourt · QC,86176.0,23798.0
2022 Hyundai,Santa Fe,Blainville · QC,37757.0,33987.0
2019 Mazda,CX-3,Saint-Eustache · QC,74696.0,21995.0
2020 Mazda,Mazda3 Sport,Pincourt · QC,67565.0,22977.0
2022 Hyundai,Santa Fe Hybrid,Brossard · QC,43386.0,40975.0
2019 Volkswagen,Tiguan,Montreal · QC,73387.0,22900.0
2022 Hyundai,Santa Fe Plug-In Hybrid,Brossard · QC,21001.0,44985.0
2021 Bmw,X5,Blainville · QC,66800.0,59950.0
2017 Ford,FIESTA,Pincourt · QC,100082.0,11543.0
2021 Toyota,RAV4,Pincourt · QC,62647.0,32990.0
2022 Ford,Mustang Mach-E,Blainville · QC,42000.0,42450.0
2018 Ford,FIESTA,Pincourt · QC,48920.0,15543.0
2023 Toyota,BZ4X,Montreal · QC,17.0,53812.0
2017 Honda,CR-V,Pincourt · QC,106538.0,23477.0
2020 Mercedes-Benz,E53,Laval · QC,34543.0,67995.0
2021 Kia,Sportage,Saint-Eustache · QC,84000.0,21950.0
2019 Kia,Sportage,Saint-Jerome · QC,103725.0,22895.0
2023 Jeep,Grand Cherokee,Saint-Jerome · QC,12334.0,60495.0
2015 Mazda,CX-5,Saint-Hyacinthe · QC,132715.0,15594.0
2024 Bmw,X3,Blainville · QC,3075.0,70046.0
2018 Volkswagen,e-Golf,Blainville · QC,97626.0,16992.0
2017 Toyota,Camry Hybrid,Montreal · QC,149516.0,21900.0
2013 Hyundai,Tucson,Pincourt · QC,97553.0,11490.0
2016 Chrysler,Town & Country,Pincourt · QC,142028.0,16990.0
2022 Toyota,Corolla,Pincourt · QC,51246.0,23990.0
2019 Bmw,330,Blainville · QC,72500.0,33950.0
2020 Hyundai,Elantra,Pincourt · QC,129142.0,15990.0
2015 Toyota,RAV4,Blainville · QC,126585.0,17987.0
2022 Hyundai,Tucson,Pincourt · QC,34669.0,34495.0
2019 Cadillac,XT4,Pincourt · QC,40420.0,31036.0
2020 Hyundai,Elantra,Saint-Eustache · QC,60031.0,18444.0
2018 Audi,Q5,Blainville · QC,103336.0,23941.0
2023 Buick,Encore GX,Pincourt · QC,14104.0,30263.0
2020 Mercedes-Benz,GLE450,Laval · QC,52877.0,59995.0
2015 Toyota,Prius C,Montreal · QC,214225.0,11900.0
2023 Hyundai,Santa Cruz,Blainville · QC,11952.0,38986.0
2016 Honda,Civic,Pincourt · QC,181079.0,14995.0
2021 Toyota,Corolla,Pincourt · QC,13267.0,25990.0
2017 Audi,Q5,Saint-Jerome · QC,116037.0,18695.0
2023 Ford,Mustang Mach-E,Saint-Eustache · QC,50.0,47450.0
2022 Mazda,CX-9,Brossard · QC,28974.0,41485.0
2021 Kia,Seltos,Saint-Jerome · QC,58902.0,21995.0
2021 Chevrolet,Bolt EV,Saint-Eustache · QC,67848.0,27994.0
2024 Mitsubishi,Outlander,Blainville · QC,10965.0,48994.0
2019 Subaru,Crosstrek,Blainville · QC,64995.0,23987.0
2020 Gmc,Terrain,Granby · QC,32122.0,23988.0
2024 Toyota,Grand Highlander,Montreal · QC,12377.0,63638.0
2019 Buick,LaCrosse,Granby · QC,32500.0,24988.0
2018 Hyundai,IONIQ Electric,Blainville · QC,97918.0,16986.0
2020 Volkswagen,Golf,Pincourt · QC,98723.0,19995.0
2021 Kia,Sorento,Saint-Jerome · QC,108340.0,34995.0
2018 Ford,F-150,Saint-Jerome · QC,87814.0,33955.0
2019 Toyota,Corolla,Pincourt · QC,89537.0,19990.0
2019 Honda,Civic Sedan,Notre-Dame-des-Prairies · QC,107000.0,18849.0
2019 Hyundai,Ioniq Electric,Blainville · QC,89990.0,16987.0
2022 Mercedes-Benz,C300,Laval · QC,28200.0,61995.0
2020 Chevrolet,Express,Saint-Hyacinthe · QC,110963.0,34894.0
2018 Hyundai,Elantra,Saint-Jerome · QC,105048.0,14995.0
2019 Gmc,ACADIA ALL TERRAIN,Pincourt · QC,105304.0,26937.0
2021 Honda,Civic,Pincourt · QC,47424.0,23495.0
2019 Hyundai,Elantra,Saint-Eustache · QC,73846.0,20495.0
2020 Bmw,4 Series,Blainville · QC,58500.0,48950.0
2016 Mazda,CX-3,Saint-Eustache · QC,84008.0,17994.0
2019 Honda,Civic,Pincourt · QC,80101.0,19995.0
2020 Subaru,Wrx,Pincourt · QC,137101.0,28888.0
2021 Ford,Escape,Saint-Eustache · QC,39500.0,30500.0
2022 Kia,Soul EV,Saint-Jerome · QC,27353.0,27485.0
2018 Hyundai,SANTA FE SPORT,Saint-Eustache · QC,143689.0,17874.0
2023 Mercedes-Benz,Sprinter 2500 Crew 144,Laval · QC,597.0,76888.0
2016 Hyundai,Accent,Brossard · QC,107178.0,12985.0
2016 Mazda,3 SPORT GS,Pincourt · QC,222819.0,8999.0
2020 Hyundai,Elantra,Brossard · QC,47870.0,19485.0
2017 Kia,Sportage,Saint-Eustache · QC,153908.0,14777.0
2021 Kia,Forte,Pincourt · QC,73342.0,20495.0
2024 Toyota,Grand Highlander,Montreal · QC,26.0,56149.0
2017 Dodge,Grand Caravan,Saint-Jerome · QC,81325.0,18995.0
2019 Toyota,RAV4 Hybrid,Granby · QC,66490.0,30995.0
2024 Bmw,230,Blainville · QC,3215.0,60424.0
2016 Chevrolet,Trax,Granby · QC,132000.0,10988.0
2018 Toyota,Camry,Pincourt · QC,55836.0,22543.0
2019 Hyundai,Ioniq Electric Plus,Granby · QC,151261.0,16988.0
2018 Hyundai,SANTA FE SPORT,Granby · QC,128549.0,20495.0
2015 Hyundai,Elantra,Pincourt · QC,127555.0,9999.0
2019 Nissan,Armada,Pincourt · QC,73593.0,38043.0
2019 Nissan,Qashqai,Saint-Jerome · QC,82217.0,19295.0
2022 Hyundai,Santa Fe,Saint-Eustache · QC,38474.0,31997.0
2023 Bmw,iX,Blainville · QC,27000.0,76950.0
2021 Ford,EDGE,Pincourt · QC,44616.0,31543.0
2019 Nissan,Leaf,Pincourt · QC,87171.0,16937.0
2017 Ford,Fusion,Saint-Eustache · QC,59437.0,14997.0
2022 Honda,Civic Sedan,Saint-Jerome · QC,57592.0,25885.0
2016 Hyundai,Tucson,Saint-Eustache · QC,175262.0,11997.0
2014 Toyota,Corolla,Montreal · QC,210258.0,11490.0
2018 Nissan,Qashqai,Saint-Eustache · QC,91825.0,19995.0
2021 Hyundai,Kona,Saint-Eustache · QC,55879.0,20888.0
2016 Ford,Escape,Saint-Eustache · QC,104614.0,13777.0
2020 Toyota,Corolla,Saint-Eustache · QC,54000.0,21444.0
2020 Kia,Sportage,Saint-Jerome · QC,54896.0,22995.0
2018 Ford,Fusion Energi,Saint-Eustache · QC,58000.0,17940.0
2020 Mercedes-Benz,GLA250,Laval · QC,40795.0,33995.0
2012 Ram,1500,Granby · QC,202000.0,13988.0
2021 Nissan,Sentra,Saint-Eustache · QC,87992.0,23995.0
2020 Toyota,Prius Prime,Granby · QC,61072.0,26995.0
2020 Hyundai,Ioniq Electric,Brossard · QC,11179.0,26775.0
2024 Toyota,Tundra,Montreal · QC,18.0,87973.0
2021 Hyundai,Elantra,Granby · QC,78550.0,19488.0
2023 Kia,Stinger,Saint-Jerome · QC,40575.0,43795.0
2020 Toyota,4Runner,Blainville · QC,128617.0,38941.0
2017 Mazda,CX-5,Brossard · QC,94000.0,22985.0
2017 Honda,Civic,Pincourt · QC,155677.0,13995.0
2023 Mercedes-Benz,GLE450,Laval · QC,5200.0,88995.0
2019 Infiniti,Qx50,Pincourt · QC,83146.0,25290.0
2017 Toyota,RAV4 Hybrid,Pincourt · QC,125424.0,25728.0
2023 Honda,HR-V,Notre-Dame-des-Prairies · QC,47000.0,31849.0
2019 Mazda,Mazda3,Saint-Eustache · QC,93150.0,23995.0
2024 Bmw,X3,Blainville · QC,3090.0,69127.0
2011 Gmc,Sierra 1500,Granby · QC,125000.0,15988.0
2021 Ford,Bronco Sport,Saint-Eustache · QC,18000.0,34950.0
2018 Kia,Sorento,Saint-Jerome · QC,102678.0,26385.0
2019 Mazda,CX-9,Saint-Eustache · QC,71000.0,26750.0
2020 Volkswagen,Tiguan,Saint-Eustache · QC,122753.0,24888.0
2021 Lexus,NX,Pincourt · QC,40404.0,37036.0
2021 Kia,Seltos,Saint-Jerome · QC,90634.0,21995.0
2022 Hyundai,Elantra Hybrid,Brossard · QC,69950.0,28485.0
2021 Toyota,RAV4 Prime,Montreal · QC,78195.0,41900.0
2013 Acura,ILX,Brossard · QC,115494.0,13985.0
2018 Chevrolet,Equinox,Pincourt · QC,71316.0,18424.0
2022 Hyundai,Kona,Saint-Eustache · QC,54254.0,23994.0
2021 Volkswagen,Atlas Cross Sport,Saint-Jerome · QC,81762.0,27795.0
2018 Jeep,Cherokee,Montreal · QC,121811.0,19900.0
2020 Audi,Q3,Brossard · QC,36601.0,34985.0
2018 Mazda,Mazda3,Blainville · QC,85908.0,15987.0
2023 Bmw,3 Series,Blainville · QC,17000.0,55950.0
2012 Kia,Sportage,Pincourt · QC,163881.0,9299.0
2020 Volkswagen,Tiguan,Pincourt · QC,45993.0,25990.0
2022 Gmc,Savana Cargo Van,Pincourt · QC,51064.0,47793.0
2020 Lincoln,Navigator L,Saint-Jerome · QC,124218.0,59985.0
2019 Ford,Transit,Saint-Hyacinthe · QC,106767.0,35995.0
2020 Hyundai,Elantra,Pincourt · QC,67802.0,19564.0
2022 Hyundai,Tucson,Blainville · QC,65565.0,26987.0
2021 Hyundai,Venue,Brossard · QC,10004.0,22485.0
2020 Hyundai,Kona,Saint-Eustache · QC,21997.0,23874.0
2019 Hyundai,Santa Fe,Saint-Eustache · QC,58470.0,24994.0
2018 Hyundai,Tucson,Brossard · QC,42000.0,27475.0
2017 Hyundai,Accent,Brossard · QC,82027.0,16495.0
2022 Chevrolet,Silverado 1500,Drummondville · QC,39022.0,59995.0
2017 Kia,Sorento,Blainville · QC,101690.0,18487.0
2020 Mercedes-Benz,A-Class,Blainville · QC,36657.0,29987.0
2014 Mitsubishi,Lancer,Pincourt · QC,94307.0,9990.0
2017 Ram,1500,Granby · QC,188653.0,27988.0
2019 Honda,Civic,Blainville · QC,21214.0,21487.0
2021 Hyundai,Tucson,Saint-Jerome · QC,52848.0,24485.0
2022 Hyundai,Santa Fe,Brossard · QC,16312.0,33945.0
2022 Hyundai,Venue,Brossard · QC,68470.0,23275.0
2023 Mercedes-Benz,E450,Laval · QC,11000.0,76995.0
2023 Genesis,GV80,Brossard · QC,24507.0,77775.0
2013 Toyota,Sienna,Pincourt · QC,153211.0,18990.0
2021 Hyundai,Tucson,Brossard · QC,40147.0,29485.0
2019 Honda,Civic,Pincourt · QC,39240.0,20995.0
2021 Chevrolet,Silverado 1500,Drummondville · QC,134726.0,26995.0
2019 Volkswagen,Jetta,Saint-Eustache · QC,97673.0,21995.0
2020 Mazda,CX-5,Pincourt · QC,16877.0,26977.0
2019 Jaguar,I-Pace,Brossard · QC,78741.0,49985.0
2021 Toyota,Corolla Hatchback,Pincourt · QC,51504.0,24990.0
2019 Buick,Encore,Saint-Eustache · QC,111884.0,19995.0
2022 Chevrolet,Equinox,Blainville · QC,24857.0,25888.0
2017 Audi,Sq5,Blainville · QC,90000.0,29950.0
2020 Hyundai,Palisade,Pincourt · QC,46752.0,35489.0
2018 Mazda,MX-5,Brossard · QC,58614.0,26775.0
2018 Hyundai,Elantra,Saint-Jerome · QC,47345.0,15695.0
2019 Mazda,CX-5,Saint-Eustache · QC,100219.0,24995.0
2020 Hyundai,Tucson,Saint-Eustache · QC,88663.0,24995.0
2021 Mazda,CX-3,Saint-Eustache · QC,27945.0,21997.0
2015 Nissan,Murano,Blainville · QC,115145.0,14987.0
2021 Honda,Civic,Pincourt · QC,28570.0,23495.0
2018 Bmw,230,Blainville · QC,119650.0,24950.0
2022 Kia,Seltos,Saint-Jerome · QC,73188.0,23395.0
2023 Kia,Sportage,Saint-Jerome · QC,28402.0,36495.0
2020 Mazda,Mazda3 Sport,Pincourt · QC,65101.0,19988.0
2021 Chevrolet,Silverado 1500,Granby · QC,72500.0,51988.0
2019 Honda,CR-V,Granby · QC,44850.0,26988.0
2019 Mitsubishi,Mirage,Saint-Eustache · QC,69607.0,18995.0
2023 Gmc,Sierra 2500HD,Pincourt · QC,34725.0,89308.0
2017 Chrysler,Pacifica,Blainville · QC,88259.0,28792.0
2022 Hyundai,Kona,Blainville · QC,57281.0,24987.0
2023 Mitsubishi,Outlander,Blainville · QC,9911.0,38441.0
2024 Toyota,COROLLA HYBRID,Montreal · QC,3424.0,34900.0
2017 Toyota,RAV4,Pincourt · QC,81483.0,28038.0
2022 Ford,F-150,Saint-Jerome · QC,57592.0,49955.0
2018 Volkswagen,Golf SportWagen,Blainville · QC,140072.0,14987.0
2022 Ford,Bronco Sport,Saint-Jerome · QC,59123.0,34955.0
2019 Nissan,Versa Note,Saint-Eustache · QC,99393.0,17995.0
2022 Kia,Seltos,Saint-Jerome · QC,36531.0,27985.0
2018 Gmc,TERRAIN SLE,Pincourt · QC,78638.0,20937.0
2024 Bmw,X3,Blainville · QC,3125.0,73810.0
2019 Hyundai,Elantra,Saint-Jerome · QC,131505.0,17795.0
2021 Cadillac,XT4,Pincourt · QC,65887.0,33536.0
2019 Honda,Civic Sedan,Notre-Dame-des-Prairies · QC,27000.0,20998.0
2013 Hyundai,SANTA FE XL,Saint-Jerome · QC,157081.0,10995.0
2020 Mercedes-Benz,GLB250,Laval · QC,37153.0,37995.0
2015 Toyota,Prius C,Montreal · QC,216316.0,11900.0
2020 Genesis,G70,Brossard · QC,48327.0,34995.0
2013 Lincoln,MKX,Pincourt · QC,162573.0,13977.0
2024 Bmw,330,Blainville · QC,8000.0,63160.0
2018 Honda,Civic,Pincourt · QC,90262.0,18995.0
2020 Mercedes-Benz,C-Class,Brossard · QC,54125.0,38985.0
2023 Genesis,Electrified G80,Brossard · QC,17218.0,83975.0
2015 Kia,Rio 5,Saint-Jerome · QC,98399.0,14495.0
2022 Ford,Mustang Mach-E,Brossard · QC,17403.0,58985.0
2021 Bmw,X5,Blainville · QC,55000.0,66950.0
2009 Mazda,MAZDA6,Pincourt · QC,209104.0,6299.0
2018 Nissan,Qashqai,Saint-Eustache · QC,72629.0,21500.0
2017 Audi,A4,Brossard · QC,97000.0,25895.0
2018 Ford,Fusion,Pincourt · QC,95405.0,19543.0
2024 Toyota,4Runner,Montreal · QC,17.0,56299.0
2021 Mazda,Mazda3 Sport,Brossard · QC,39069.0,26785.0
2021 Toyota,RAV4,Pincourt · QC,35681.0,37038.0
2023 Hyundai,Kona Electric,Saint-Eustache · QC,21640.0,32994.0
2020 Toyota,Corolla Hatchback,Pincourt · QC,125217.0,19490.0
2015 Toyota,Corolla,Pincourt · QC,175142.0,13490.0
2019 Nissan,Sentra,Saint-Jerome · QC,64159.0,17985.0
2017 Honda,CR-V,Pincourt · QC,135048.0,19395.0
2022 Hyundai,Kona Electric,Saint-Eustache · QC,67769.0,29980.0
2018 Hyundai,SANTA FE SPORT,Blainville · QC,155273.0,18986.0
2019 Chevrolet,Silverado 1500,Granby · QC,87314.0,39988.0
2018 Nissan,Titan,Saint-Jerome · QC,65877.0,34595.0
2020 Mercedes-Benz,GLC300,Laval · QC,41750.0,56995.0
2020 Hyundai,Kona,Saint-Eustache · QC,52738.0,20222.0
2021 Dodge,Durango,Brossard · QC,52500.0,47985.0
2020 Chevrolet,Silverado 2500HD,Granby · QC,87500.0,59988.0
2020 Bmw,3 Series,Blainville · QC,73800.0,31950.0
2022 Subaru,Outback,Granby · QC,72476.0,38988.0
2019 Mazda,CX-9,Saint-Eustache · QC,133000.0,24450.0
2020 Ram,Cargo Van,Saint-Hyacinthe · QC,85167.0,45594.0
2020 Cadillac,XT5,Granby · QC,25820.0,34988.0
2020 Toyota,Tacoma,Montreal · QC,140542.0,36900.0
2019 Bmw,X3,Brossard · QC,59698.0,35985.0
2022 Bmw,X5,Blainville · QC,58000.0,82950.0
2023 Volkswagen,Tiguan,Saint-Eustache · QC,39000.0,30750.0
2018 Honda,Civic Coupe,Notre-Dame-des-Prairies · QC,63000.0,26949.0
2018 Jeep,Grand Cherokee,Brossard · QC,136008.0,28995.0
2022 Subaru,Wrx,Saint-Jerome · QC,28983.0,34985.0
2022 Chevrolet,Silverado 2500HD,Drummondville · QC,84500.0,62995.0
2019 Volvo,XC90,Montreal · QC,70414.0,35900.0
2021 Kia,Sportage,Saint-Jerome · QC,40179.0,24985.0
2019 Jeep,Cherokee Overland,Pincourt · QC,61724.0,27537.0
2023 Genesis,G80,Brossard · QC,14137.0,58985.0
2017 Volkswagen,Golf Gti,Brossard · QC,36158.0,25975.0
2014 Chevrolet,Cruze,Saint-Hyacinthe · QC,198918.0,5995.0
2021 Mercedes-Benz,C300,Laval · QC,18900.0,45995.0
2015 Nissan,Altima,Saint-Hyacinthe · QC,118845.0,11993.0
2018 Hyundai,Kona,Blainville · QC,45461.0,18987.0
2022 Bmw,4 Series,Pincourt · QC,46000.0,63990.0
2020 Nissan,Kicks,Saint-Eustache · QC,22495.0,22495.0
2023 Cadillac,XT4,Pincourt · QC,33000.0,40036.0
2021 Mazda,CX-30,Pincourt · QC,73880.0,24977.0
2024 Toyota,Tundra,Montreal · QC,17.0,75171.0
2015 Toyota,Prius V,Pincourt · QC,159782.0,16543.0
2018 Gmc,Sierra 1500,Granby · QC,94786.0,41988.0
2020 Hyundai,Santa Fe,Blainville · QC,85900.0,29987.0
2019 Honda,Clarity Plug-In Hybrid,Blainville · QC,61000.0,25950.0
2023 Hyundai,Venue,Saint-Eustache · QC,30762.0,22997.0
2020 Dodge,Durango,Saint-Hyacinthe · QC,116201.0,39994.0
2017 Hyundai,Elantra,Brossard · QC,118201.0,14995.0
2023 Kia,Sorento,Saint-Jerome · QC,23671.0,42995.0
2019 Nissan,Kicks,Pincourt · QC,79394.0,17608.0
2015 Volkswagen,Golf,Pincourt · QC,158405.0,10488.0
2020 Hyundai,Elantra,Brossard · QC,20001.0,22975.0
2022 Ford,Bronco Sport,Saint-Eustache · QC,29000.0,29850.0
2022 Genesis,GV80,Brossard · QC,29521.0,59985.0
2021 Nissan,Rogue,Saint-Eustache · QC,76093.0,26777.0
2022 Gmc,Sierra 1500 Limited,Drummondville · QC,37862.0,44995.0
2022 Honda,CR-V,Notre-Dame-des-Prairies · QC,51000.0,29949.0
2021 Honda,Accord Sedan,Pincourt · QC,58107.0,33995.0
2023 Mercedes-Benz,GLC300,Laval · QC,28624.0,65495.0
2023 Cadillac,XT6,Pincourt · QC,29184.0,60036.0
2018 Mazda,Mazda3 Sport,Saint-Eustache · QC,160616.0,17995.0
2022 Chevrolet,Malibu,Saint-Hyacinthe · QC,25114.0,23994.0
2023 Ford,Bronco Sport,Saint-Eustache · QC,15500.0,46900.0
2018 Honda,Civic Sedan,Saint-Hyacinthe · QC,112401.0,19794.0
2020 Ford,Escape,Pincourt · QC,60840.0,20043.0
2017 Hyundai,Tucson,Brossard · QC,123749.0,19995.0
2021 Gmc,ACADIA AT4,Pincourt · QC,57308.0,35937.0
2021 Toyota,Corolla,Granby · QC,36935.0,23495.0
2023 Hyundai,IONIQ 6,Brossard · QC,180.0,54985.0
2020 Hyundai,Tucson,Brossard · QC,65000.0,28485.0
2022 Cadillac,XT6,Pincourt · QC,38375.0,52036.0
2016 Honda,HR-V,Saint-Eustache · QC,129000.0,14950.0
2019 Mazda,CX-9,Notre-Dame-des-Prairies · QC,119000.0,26799.0
2021 Honda,HR-V,Saint-Eustache · QC,17000.0,29310.0
2021 Mitsubishi,RVR,Saint-Eustache · QC,76815.0,23995.0
2022 Kia,Sorento,Saint-Jerome · QC,37248.0,38995.0
2019 Nissan,Leaf,Saint-Eustache · QC,95481.0,20995.0
2020 Mazda,Mazda3,Pincourt · QC,79123.0,20977.0
2021 Nissan,Maxima,Brossard · QC,54962.0,33485.0
2020 Hyundai,Kona Electric,Blainville · QC,41691.0,28487.0
2019 Mazda,CX-3,Saint-Eustache · QC,68425.0,21995.0
2018 Chevrolet,Spark,Granby · QC,84255.0,14988.0
2019 Ford,Transit,Saint-Hyacinthe · QC,84387.0,44594.0
2022 Chevrolet,Silverado 1500,Drummondville · QC,32321.0,51995.0
2019 Hyundai,Elantra,Blainville · QC,60338.0,17987.0
2020 Nissan,Murano,Saint-Jerome · QC,90775.0,19995.0
2018 Ford,Fusion Energi,Saint-Eustache · QC,78000.0,18950.0
2023 Lexus,Is,Laval · QC,25475.0,56995.0
2017 Hyundai,Elantra,Pincourt · QC,143124.0,12990.0
2021 Ford,F-150,Granby · QC,104703.0,44988.0
2018 Honda,Civic Coupe,Blainville · QC,90260.0,21987.0
2008 Chevrolet,Corvette,Granby · QC,95000.0,35988.0
2019 Audi,A4 allroad,Brossard · QC,63096.0,38985.0
2022 Mitsubishi,Mirage,Blainville · QC,54003.0,17992.0
2017 Honda,Odyssey,Blainville · QC,107096.0,27987.0
2019 Nissan,Rogue,Saint-Eustache · QC,42007.0,18999.0
2020 Mercedes-Benz,C300,Laval · QC,61400.0,34995.0
2022 Hyundai,Tucson Plug-In Hybrid,Blainville · QC,31147.0,41987.0
2016 Hyundai,Tucson,Brossard · QC,24302.0,20875.0
2018 Mitsubishi,Outlander PHEV,Brossard · QC,78800.0,24965.0
2019 Hyundai,Ioniq Electric,Blainville · QC,85373.0,20987.0
2016 Ford,Fusion,Saint-Jerome · QC,81766.0,14555.0
2020 Mitsubishi,Eclipse Cross,Blainville · QC,42000.0,22741.0
2019 Honda,Civic,Pincourt · QC,62000.0,19995.0
2015 Subaru,Impreza,Blainville · QC,72590.0,15487.0
2023 Tesla,Model Y,Blainville · QC,23973.0,56987.0
2018 Mercedes-Benz,GLS450,Blainville · QC,80000.0,42950.0
2024 Mitsubishi,Outlander,Blainville · QC,6500.0,46994.0
2016 Ford,FOCUS,Pincourt · QC,87192.0,11490.0
2018 Honda,Odyssey,Pincourt · QC,171033.0,27038.0
2019 Hyundai,Veloster,Brossard · QC,51203.0,24985.0
2003 Bmw,3 Series,Granby · QC,128812.0,9995.0
2024 Honda,Ridgeline,Notre-Dame-des-Prairies · QC,100.0,68270.0
2020 Toyota,Prius Prime,Pincourt · QC,82120.0,24490.0
2017 Chevrolet,Sonic,Saint-Eustache · QC,124000.0,16495.0
2019 Lincoln,MKC,Pincourt · QC,68255.0,24995.0
2016 Buick,Enclave,Pincourt · QC,140499.0,18956.0
2022 Gmc,Sierra 1500,Drummondville · QC,9716.0,67995.0
2022 Honda,Pilot,Pincourt · QC,39207.0,47494.0
2021 Mercedes-Benz,C300,Laval · QC,45000.0,54995.0
2013 Hyundai,Elantra,Notre-Dame-des-Prairies · QC,133000.0,9649.0
2020 Mercedes-Benz,GLE350,Laval · QC,90181.0,53995.0
2020 Toyota,Corolla,Pincourt · QC,62512.0,23038.0
2022 Toyota,RAV4,Granby · QC,22381.0,37995.0
2021 Ford,F-150,Saint-Jerome · QC,65368.0,42955.0
2021 Toyota,Prius Prime,Granby · QC,109975.0,24995.0
2020 Mazda,CX-3,Pincourt · QC,54855.0,22777.0
2022 Toyota,Corolla Hybrid,Granby · QC,17785.0,29995.0
2012 Mercedes-Benz,GLK-Class,Pincourt · QC,175465.0,11038.0
2015 Mercedes-Benz,CLS-Class,Laval · QC,75664.0,31888.0
2023 Ram,1500,Blainville · QC,10.0,62930.0
2019 Bmw,X1,Mirabel · QC,97010.0,24495.0
2020 Gmc,Sierra 1500,Saint-Jerome · QC,107323.0,47995.0
2022 Kia,Sorento,Pointe-Claire · QC,33600.0,33898.0
2015 Jeep,Wrangler,Blainville · QC,111000.0,23995.0
2023 Ram,1500,Blainville · QC,10.0,62390.0
2016 Mercedes-Benz,C-Class,Laval · QC,89800.0,27995.0
2018 Hyundai,Kona,Blainville · QC,146000.0,13995.0
2021 Hyundai,Kona Electric,Mirabel · QC,64427.0,26995.0
2020 Jeep,Wrangler,Mirabel · QC,39614.0,33995.0
2021 Chevrolet,Silverado 1500,Mirabel · QC,76037.0,38995.0
2021 Chevrolet,Trailblazer,Pointe-Claire · QC,57100.0,27043.0
2022 Jeep,WAGONEER,Saint-Jerome · QC,29496.0,65995.0
2020 Lexus,RX 350,Pointe-Claire · QC,43812.0,45874.0
2024 Chrysler,Pacifica Hybrid,Laval · QC,10.0,59622.0
2022 Volkswagen,Taos,Laval · QC,50041.0,30888.0
2019 Gmc,Sierra 2500HD,Mirabel · QC,152142.0,53495.0
2022 Ford,Maverick,Saint-Jerome · QC,26606.0,35495.0
2021 Jeep,Cherokee,Terrebonne · QC,14282.0,36195.0
2021 Volkswagen,ID.4,Val-David · QC,49960.0,39695.0
2015 Chevrolet,Malibu,Saint-Jerome · QC,111389.0,11895.0
2013 Mercedes-Benz,SL550,Saint-Hubert · QC,66000.0,46995.0
2019 Hyundai,Tucson,Saint-Jerome · QC,53730.0,20795.0
2019 Chevrolet,Bolt EV,Saint-Jerome · QC,84914.0,21495.0
2023 Nissan,Kicks,Terrebonne · QC,16480.0,24295.0
2022 Jeep,WAGONEER,Mirabel · QC,29496.0,65995.0
2019 Volkswagen,Golf Alltrack,Granby · QC,62586.0,27245.0
2020 Nissan,Maxima,Mirabel · QC,55843.0,27995.0
2018 Kia,Sportage,Granby · QC,100800.0,17495.0
2017 Acura,RDX,Pointe-Claire · QC,75217.0,23797.0
2021 Honda,CR-V,Boucherville · QC,61683.0,28500.0
2024 Jeep,Grand Cherokee L,Laval · QC,300.0,65466.0
2021 Jeep,Wrangler 4xe,Mirabel · QC,67143.0,43695.0
2022 Lexus,NX 450h+,Pointe-Claire · QC,24951.0,60993.0
2020 Volkswagen,Tiguan,Laval · QC,86780.0,25667.0
2018 Volkswagen,Atlas,Mirabel · QC,87817.0,29995.0
2019 Lincoln,Nautilus,Saint-Eustache · QC,80652.0,36975.0
2023 Jeep,Gladiator,Mirabel · QC,6528.0,61865.0
2022 Chevrolet,Silverado 1500,Saint-Jerome · QC,29612.0,47495.0
2017 Mazda,CX-5,Chambly · QC,137351.0,19775.0
2017 Jeep,Cherokee,Mirabel · QC,124240.0,20495.0
2014 Dodge,Grand Caravan,Saint-Eustache · QC,95765.0,15975.0
2018 Ford,Mustang,Saint-Hubert · QC,57293.0,24490.0
2024 Jeep,Grand Cherokee,Laval · QC,150.0,74570.0
2022 Mitsubishi,Outlander,Saint-Hubert · QC,24388.0,30944.0
2019 Kia,Niro,Mascouche · QC,54804.0,26995.0
2022 Nissan,Kicks,Mascouche · QC,14227.0,23995.0
2017 Hyundai,Sonata Plug-In Hybrid,Laval · QC,69236.0,20999.0
2022 Nissan,Sentra,Mascouche · QC,21953.0,24995.0
2022 Toyota,Venza,Cowansville · QC,19473.0,51984.0
2021 Hyundai,Sonata,Laval · QC,84470.0,21499.0
2019 Jeep,Compass,Saint-Constant · QC,56888.0,24499.0
2017 Mazda,CX-5,Laval · QC,94940.0,20999.0
2023 Ford,S?lectionner,Cowansville · QC,8.0,69984.0
2016 Lincoln,MKC,Saint-Constant · QC,102124.0,17999.0
2021 Kia,Sportage,Mascouche · QC,34583.0,24995.0
2020 Kia,Forte,Laval · QC,82437.0,19999.0
2020 Chevrolet,Spark,Saint-Constant · QC,98445.0,16499.0
